ID	SENTENCE
effexorXR.Post176.Sentence10	I've tried countless other meds.
effexorXR.Post176.Sentence11	But this is the only one that does the trick.
effexorXR.Post177.Sentence1	it took about 4 weeks to really start working.
effexorXR.Post177.Sentence2	in that time i had strange feelings almost like i was on a high at times .
effexorXR.Post177.Sentence3	pupils were hugely enlarged , clenching my jaw alot, suffering alot of dreaming i never use to.
effexorXR.Post177.Sentence4	sleeping alot about 12hours a day, coffee doesnt keep me awake anymore .
effexorXR.Post177.Sentence5	have experinced headaches alot when i wake up mainly, increased appiette , weight gain of course.
effexorXR.Post177.Sentence6	no lose of sex drive.
effexorXR.Post177.Sentence7	effexor works very well.
effexorXR.Post177.Sentence8	has aken away all my anxiety and depression .
effexorXR.Post177.Sentence9	makes everyday life much more mangable.
effexorXR.Post177.Sentence10	im happy with the result, is certainly worth the side affects.
effexorXR.Post177.Sentence11	the side effects are less common and some totally gone already.
effexorXR.Post177.Sentence12	Very grateful for this drug!
effexorXR.Post178.Sentence1	Going on it the side effects only lasted about a week.
effexorXR.Post178.Sentence2	I had 2 nights where I just couldn't sleep , was slightly nautious and my pupils were MASSIVE !
effexorXR.Post178.Sentence3	But all in all it wasn't too bad.
effexorXR.Post178.Sentence4	I was worried about coming off it so I timed it so I had a week booked off work for it.
effexorXR.Post178.Sentence5	The main side effect was being light headed, like a permanent head rush, Again.
effexorXR.Post178.Sentence6	it was bearable.
effexorXR.Post178.Sentence7	If anyone has any reservations.
effexorXR.Post178.Sentence8	I would say try it.
effexorXR.Post178.Sentence9	For me it was fantastic.
effexorXR.Post178.Sentence10	It helped me get through a tough stage in my life.
effexorXR.Post178.Sentence11	I'm off it about a month now and have come out the other side smiling!
effexorXR.Post179.Sentence1	Started so long ago.
effexorXR.Post179.Sentence2	I hardly remember .
effexorXR.Post179.Sentence3	With 300 mg, insomnia .
effexorXR.Post179.Sentence4	Sweating is worse .
effexorXR.Post179.Sentence5	NO weight gain.
effexorXR.Post179.Sentence6	Some libido decrease .
effexorXR.Post179.Sentence7	Much better than constant bickering with hubby and occasional temper tantrums where I threw and broke things :(.
effexorXR.Post179.Sentence8	After being in a mental hospital for 3 days, was put on several different antidepressants which didn't work.
effexorXR.Post179.Sentence9	Finally I was put on this and felt like my old self for the first time in 12 years.
effexorXR.Post179.Sentence10	Was on 150mg until about 1 month ago.
effexorXR.Post179.Sentence11	Had hysterectomy due to cervical cancer in Dec 04 and stopped taking my progesterone.
effexorXR.Post179.Sentence12	Went back into severe depression .
effexorXR.Post179.Sentence13	Now am on 300mg.
effexorXR.Post179.Sentence14	Am definitely having difficulty sleeping but was able to wean off Xanax.
effexorXR.Post179.Sentence15	Trying Neurontin for sleep now.
effexorXR.Post179.Sentence16	Think the diagnosis of cancer plus going off my progesterone threw me into depression again.
effexorXR.Post179.Sentence17	After reading other posts, will try taking in a divided dose or in the am to combat the insomnia .
effexorXR.Post180.Sentence1	Night Sweats , Restless Legs , Take 150mg, and that, along with Provigil that I started a bit later, appear to have given my regular epilepy meds a push to stop my seizures , that were previously at 4-5 a day.
effexorXR.Post180.Sentence2	I do sweat like a pig at night, am very flat emiotionally and have zero sex drive , which is good, because it also keeps my johnson from working very well .
effexorXR.Post180.Sentence3	May sound like a crappy drug, but I'll take the side effects for no seizures any day.
effexorXR.Post181.Sentence1	started 2 years ago for depression , panic attacks and social anxiety .
effexorXR.Post181.Sentence2	The first week was hell.
effexorXR.Post181.Sentence3	I felt like I was on speed , but after my body adjusted it gave me my life back.
effexorXR.Post181.Sentence4	I stopped over analyzing everything.
effexorXR.Post181.Sentence5	I was able to go out without thinking everyone was looking at me, and I was able to get out of bed willingly every day.
effexorXR.Post181.Sentence6	I truly felt "normal".
effexorXR.Post181.Sentence7	After 2 years.
effexorXR.Post181.Sentence8	I decided that I would like to give life without meds a try, BIG MISTAKE!
effexorXR.Post181.Sentence9	I weaned slowly from 150mg to 75 to 37.5 and off.
effexorXR.Post181.Sentence10	I feel nauseous alot and my depression and social anxiety has returned almost 100%.
effexorXR.Post181.Sentence11	I'm thinking seriously about going back on, but after reading some of your comments, I'm a bit scared.
effexorXR.Post181.Sentence12	I'll talk to my Dr. and try to do some research.
effexorXR.Post181.Sentence13	Has anyone gone off Effexor and then gone back on?
effexorXR.Post182.Sentence1	This medicine has helped me so much, My anxiety , depression , and panic attacks are gone.
effexorXR.Post182.Sentence2	However I do have some negative side effects.
effexorXR.Post182.Sentence3	I am currently trying to wean myself from 75mg to 37,5) Eventually I want to get off of it.
effexorXR.Post182.Sentence4	If I skip a dose of effexor xr I have night tremors and mood swings.
effexorXR.Post182.Sentence5	I have gained about 15 lb s in 6 months.
effexorXR.Post182.Sentence6	My hands are swelled .
effexorXR.Post182.Sentence7	I have had a loss of sex drive , Also.
effexorXR.Post182.Sentence8	I did have extreme hair loss and itchiness in the beginning but that could have been due to hormones as well.
lexapro.Post1.Sentence1	extreme weight gain , short-term memory loss , hair loss .
lexapro.Post1.Sentence2	I am detoxing from Lexapro now.
lexapro.Post1.Sentence3	I slowly cut my dosage over several months and took vitamin supplements to help.
lexapro.Post1.Sentence4	I am now 10 days completely off and OMG is it rough.
lexapro.Post1.Sentence5	I have flu-like symptoms, dizziness, major mood swings, lots of anxiety, tiredness.
lexapro.Post1.Sentence6	I have no idea when this will end.
lexapro.Post1.Sentence7	I have been taking lots of vitamin supplements from truehope.
lexapro.Post1.Sentence8	com to help and it is still terrible.
lexapro.Post1.Sentence9	I just really want to be done with this.
lexapro.Post1.Sentence10	I would never have guessed withdrawal would be so terrible.
lexapro.Post1.Sentence11	I am looking to get pregnant and do not want to be on any medications.
lexapro.Post1.Sentence12	Also neurofeedback has been more helpful than the medicine ever was.
lexapro.Post2.Sentence1	COMPLETELY DESTROYED SEXUALLY FUNCTIONING .
lexapro.Post2.Sentence2	EVEN AFTER GOING OFF THE DRUG .
lexapro.Post2.Sentence3	PROBABLY PERMANENT!
lexapro.Post2.Sentence4	Just TWO tablets of Lexapro 10mg completely destroyed my sexual functioning , probably for life.
lexapro.Post2.Sentence5	It's called PSSD : post-SSRI sexual dysfunction .
lexapro.Post2.Sentence6	This evil drug will not do you any good .
lexapro.Post2.Sentence7	it's no better than placebo at treating any mental health condition.
lexapro.Post2.Sentence8	And there is a chance that it will give you PSSD , which as the name suggests persists even after you stop taking the drug, Just google 'PSSD' and you'll see what I mean, So please: NEVER take this drug, not even one tablet.
lexapro.Post2.Sentence9	DO NOT TRUST YOUR DOCTOR.
lexapro.Post2.Sentence10	IF YOUR DOCTOR TRIES TO PRESCRIBE YOU THIS DRUG OR ANY OTHER SSRI ANTIDEPRESSANT, GET UP AND WALK AWAY.
lexapro.Post3.Sentence1	Nausea , Blurred Vision , 3 to 5 hours sleep , Suicidal Thoughts .
lexapro.Post3.Sentence2	Be careful with this medication.
lexapro.Post3.Sentence3	This was my first anti-depressant medication.
lexapro.Post3.Sentence4	Very scary drug.
lexapro.Post3.Sentence5	I was unable to sleep , had blurred vision , and felt sick to my stomach .
lexapro.Post3.Sentence6	Unable to eat anything significant for the 3 days .
lexapro.Post3.Sentence7	While driving to a friends house crazy thoughts kept happening .
lexapro.Post3.Sentence8	Stopped the drug after 2 days and next day was feeling better.
lexapro.Post3.Sentence9	Would not have been able to work (software developer) if attempting this drug during work week.
lexapro.Post3.Sentence10	Currently on Nortriptyline which seems to help.
lexapro.Post4.Sentence1	Plenty!
lexapro.Post4.Sentence2	First 10 days were HORRIBLE, like a looong panic attack with anxiety / nausea .
lexapro.Post4.Sentence3	It calmed down when I got some Xanor for three weeks (was still worse than before lexapro though), after that back to lots of anxiety , derealisation , nausea etc, Also couldn't sleep much , woke at 6.30am with horrible anxiety no matter when I fell asleep the day before.
lexapro.Post4.Sentence4	It didn't help me out, at all.
lexapro.Post4.Sentence5	My anxiety is worse than before, and I've been getting more and more dizzy by the week .
lexapro.Post4.Sentence6	the last three weeks I haven't been able to watch TV since it makes me feel nauseus, and I haven't been outside in two weeks due to the dizziness !
lexapro.Post4.Sentence7	The last week or two I've been feeling nausea all day, mostly due to the dizziness , Everyone's different though, and you should probably give it a try, others are having luck.
lexapro.Post4.Sentence8	I'm tapering it off now, though.
lexapro.Post5.Sentence1	Chronic cough , weight gain , no sexual interest .
lexapro.Post5.Sentence2	Emergency Room visit with tachycardia and violent vertigo .
lexapro.Post5.Sentence3	I would not suggest taking this medication.
lexapro.Post5.Sentence4	I did experience relief of my depression initially with the 10mg per day dose.
lexapro.Post5.Sentence5	That quickly turned into a three week period of sleep .
lexapro.Post5.Sentence6	I was unable to hold my body vertical .
lexapro.Post5.Sentence7	Slept through life and gained weight .
lexapro.Post5.Sentence8	The feeling of wellness is gone.
lexapro.Post5.Sentence9	Phoned the doctor to report the symptoms; the dose was then increased to 20mg per day.
